放送内容,分類,出演者,初回放送,告知サイト,まとめ,お知らせまとめ2,お知らせまとめ3,アーカイブ
Maisen Music FES 2022「Lit Summer! Say Cheese!」[DAY2] 第2部,外部イベント,野村麻衣子、天野聡美、菅沼千紗、夏吉ゆうこ、広瀬ゆうき,2022-07-31 (日) 15:30,https://ch.nicovideo.jp/oshimai/blomaga/ar2093368,,,,
「SETSUNA BEAT」開催直前生配信,ライブ直前生配信,永井真里子、芝崎典子、田嶌紗蘭,2022/08/05(金) 20:00,https://idolmaster-official.jp/news/01_4543,https://idolmaster-official.jp/news/01_4547,,,
コミックマーケット100 ベルガモブース『「関根といえば瞳でしょ！」コミケお話し会』,外部イベント,関根瞳,2022/08/13(土) 14:30,https://ch.nicovideo.jp/onetone/blomaga/ar2112120,,,,
アイドルマスター シャイニーカラーズ生配信 ～アンティーカの夏の思い出SP！～,シャニマス生配信,礒部花凜、菅沼千紗、八巻アンナ、結名美月、高山祐介,2022/08/17(水) 19:00,https://idolmaster-official.jp/news/01_4511.html,https://idolmaster-official.jp/news/01_4509.html,,,
「黒木ほの香と前川涼子の“まだまだこれからなんです！”」 2022 ～昼の部～ 黒木ほの香,外部イベント,黒木ほの香、前川涼子,2022-08-20 14:30,https://www.eventernote.com/events/312597,,,,
「黒木ほの香と前川涼子の“まだまだこれからなんです！”」 2022 ～夜の部～ 黒木ほの香,外部イベント,黒木ほの香、前川涼子,2022-08-20 18:00,https://www.eventernote.com/events/312600,,,,
「ぽわぽやフェス５」～世界が終わるまでは…2022～ 1部,外部イベント,関根瞳、結名美月,2022/09/17(土) 15:00,https://sp.ch.nicovideo.jp/powapoya/blomaga/ar2112871,,,,
「ぽわぽやフェス５」～世界が終わるまでは…2022～ 2部,外部イベント,関根瞳、結名美月,2022/09/17(土) 19:00,https://sp.ch.nicovideo.jp/powapoya/blomaga/ar2112871,,,,
teaRLove You ファンミーティング 2022 SEPTEMBER【第1部】,外部イベント,赤尾ひかる、桶谷菜穂、小野寺瑠奈、河野ひより、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈,2022/09/25(日) 15:00,https://t.livepocket.jp/e/tearlove0925,,,,
teaRLove You ファンミーティング 2022 SEPTEMBER【第2部】,外部イベント,赤尾ひかる、桶谷菜穂、小野寺瑠奈、河野ひより、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈,2022/09/25(日) 18:00,https://t.livepocket.jp/e/tearlove0925,,,,
アイドルマスター シャイニーカラーズ生配信 ～4.5周年前夜祭SP！～,シャニマス生配信,永井真里子、丸岡和佳奈、涼本あきほ、高山祐介,2022/09/29(木) 20:00,https://idolmaster-official.jp/news/01_4620,https://idolmaster-official.jp/news/01_4621.html,,,
teaRLove You ファンミーティング 2022 【第1部】,外部イベント,桶谷菜穂、小野寺瑠奈、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈、赤尾ひかる、河野ひより,2022/10/09(日) 16:00,https://t.livepocket.jp/e/tearlove1009,,,,
teaRLove You ファンミーティング 2022 【第2部】,外部イベント,桶谷菜穂、小野寺瑠奈、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈、赤尾ひかる、河野ひより,2022/10/09(日) 19:00,https://t.livepocket.jp/e/tearlove1009,,,,
アイドルマスター合同ライブ キックオフミーティング!!!!!,ブランド合同生配信,田中有紀、その他,2022/10/13(木) 19:30,https://idolmaster-official.jp/news/01_4982,https://idolmaster-official.jp/news/01_5018,,,
Twitterスペース生配信 #1 イルミネーションスターズ,スペース生配信,関根瞳、近藤玲奈、峯田茉優,2022/10/13(木) 22:00,,,,,
Twitterスペース生配信 #2 放課後クライマックスガールズ,スペース生配信,河野ひより、白石晴香、永井真里子,2022/10/14(金) 22:00,,,,,
Twitterスペース生配信 #3 アルストロメリア,スペース生配信,前川涼子、芝崎典子,2022/10/15(土) 22:00,,,,,
Twitterスペース生配信 #4 アンティーカ,スペース生配信,希水しお、結名美月,2022/10/17(月) 22:00,,,,,
Twitterスペース生配信 #5 ストレイライト,スペース生配信,幸村恵理、北原沙弥香,2022/10/18(火) 22:00,,,,,
Twitterスペース生配信 #6 シーズ,スペース生配信,紫月杏朱彩、山根綺,2022/10/19(水) 21:00,,,,,
Twitterスペース生配信 #7 ノクチル,スペース生配信,和久井優、岡咲美保,2022/10/20(木) 22:00,,,,,
アイドルマスター シャイニーカラーズ特別生配信 ～ 4.5周年SP！～,シャニマス生配信,峯田茉優、結名美月、涼本あきほ、芝崎典子、北原沙弥香、田嶌紗蘭、山根綺、高山祐介,2022/10/24(月) 19:00,https://idolmaster-official.jp/news/01_5043,https://idolmaster-official.jp/news/01_4965,https://idolmaster-official.jp/news/01_5099,,
黒木ほの香のSecret Show Room 第4回ほのフェスティバル [昼の部] 黒木ほの香,外部イベント,黒木ほの香、岡咲美保、土屋李央,2022-10-29 14:00,https://www.eventernote.com/events/320268,,,,
黒木ほの香のSecret Show Room 第4回ほのフェスティバル [夜の部] 黒木ほの香,外部イベント,黒木ほの香、岡咲美保、土屋李央,2022-10-29 18:00,https://www.eventernote.com/events/320269,,,,
東京工業大学 工大祭2022　峯田茉優と涼本あきほが東工大に登校だい,外部イベント,峯田茉優、涼本あきほ,2022/10/30(日) 13:15,https://koudaisai.jp/voiceactor,,,,
『声優グランプリpresents Trick or Treat!～秘密の仮装パーティーへようこそ～』・Daylight Party（昼の部） 相羽あいな,外部イベント,相羽あいな、黒木ほの香、菅沼千紗、マックスウェル・パワーズ(MaXwell Powers),2022-11-05 13:00,https://www.eventernote.com/events/319053,,,,
早稲田祭2022「菅沼千紗と芝崎典子の私たち、実は〇〇なんです！」,外部イベント,菅沼千紗、芝崎典子,2022-11-06 (日) 13:00,https://igwaseda.wixsite.com/wasedaig2022,,,,
アイドルマスター シャイニーカラーズ生配信 ～霜月はシーズと一緒SP！～,シャニマス生配信,紫月杏朱彩、山根綺、高山祐介,2022/11/25(金) 20:00,https://idolmaster-official.jp/news/01_5237,https://idolmaster-official.jp/news/01_5083,https://idolmaster-official.jp/news/01_5314,,
関根瞳のオトナ研究所 ラボメン　シンポジウム　vol.1,外部イベント,関根瞳、赤尾ひかる、河野ひより,2022/11/27(日) 18:00,https://ch.nicovideo.jp/sekineotona/blomaga/ar2121023,,,,
関根といえばクリパでしょ。～な“ぁぁぁぁ祭り2022～ 第２部,外部イベント,関根瞳、菅沼千紗,2022/12/04(日) 18:30,https://ch.nicovideo.jp/onetone/blomaga/ar2122035,,,,
アイドルマスター シャイニーカラーズ生配信 ～メリークリスマストロメリアSP！～,シャニマス生配信,黒木ほの香、前川涼子、芝崎典子、高山祐介,2022/12/05(月) 20:00,https://idolmaster-official.jp/news/01_5265,https://idolmaster-official.jp/news/01_5267,https://idolmaster-official.jp/news/01_5317,,
【会場変更】teaRLove ラストライブ TEAR＆LOVE 第１部,外部イベント,赤尾ひかる、桶谷菜穂、小野寺瑠奈、河野ひより、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈,2022/12/10(土) 16:00,https://t.livepocket.jp/e/trl1210,,,,
【会場変更】teaRLove ラストライブ TEAR＆LOVE 第２部,外部イベント,赤尾ひかる、桶谷菜穂、小野寺瑠奈、河野ひより、桜木夕、関根瞳、広瀬世華、福積沙耶、丸岡和佳奈,2022/12/10(土) 19:30,https://t.livepocket.jp/e/trl1210,,,,
出張版！アリオ八尾でもオフレコでお願いします！第2回,外部イベント,結名美月、涼本あきほ,2022-12-17 (土) 15:30,https://t.livepocket.jp/e/nsql3,,,,
かりんのHP 公開生放送スペシャル 昼公演,外部イベント,礒部花凜、菅沼千紗,2022/12/24(土) 13:00,https://passmarket.yahoo.co.jp/event/show/detail/021w39b8epq21.html,,,,
ゆくM@S くるM@S 2022,ブランド合同生配信,田中有紀、高山祐介、その他,2022/12/27(火) 20:30,https://idolmaster-official.jp/news/01_5292,https://idolmaster-official.jp/news/01_5472,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/15 13:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/15(日) 13:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/15 18:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/15(日) 18:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
アイドルマスター シャイニーカラーズ生配信 ～新春！イルミネー“ピョン”スターズSP！～,シャニマス生配信,関根瞳、近藤玲奈、峯田茉優、高山祐介,2023/01/26(木) 19:00,https://idolmaster-official.jp/news/01_5321,https://idolmaster-official.jp/news/01_5319,https://idolmaster-official.jp/news/01_5318,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/27 18:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/27(金) 18:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/28 13:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/28(土) 13:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/28 18:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/28(土) 18:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/29 13:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/29(日) 13:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
舞台「ウマ娘 プリティーダービー」～Sprinters’ Story～ 1/29 18:00,外部イベント,山根綺、今泉りおな、礒部花凜、佐藤日向、飯島優花、石川鈴菜、石田彩夏、大久保胡桃、佐倉有紗(久保田有紗)、鈴木珠子、西宮ゆうき、福嶋晴菜、星野七茜、森憩斗、森本さくら、山田京奈、結月花、門田奈菜、稲村梓、ウマ娘 プリティーダービー(gal’up!),2023/01/29(日) 18:00,https://www.nelke.co.jp/stage/umamusume_stage/,,,,
『ボイスガレッジバレンタインパーティー2023 〜Side Girls〜』Day2 昼の部 郁原ゆう,外部イベント,郁原ゆう、渡部優衣、阿部里果、会沢紗弥、菅沼千紗、原田彩楓、黒木ほの香,2023-02-19 14:00,https://www.eventernote.com/events/318412,,,,
『ボイスガレッジバレンタインパーティー2023 〜Side Girls〜』Day2 夜の部 郁原ゆう,外部イベント,郁原ゆう、渡部優衣、阿部里果、会沢紗弥、菅沼千紗、原田彩楓、黒木ほの香,2023-02-19 18:00,https://www.eventernote.com/events/318413,,,,
アイドルマスター シャイニーカラーズ生配信 ～ウィンター・スノークチル SP！～,シャニマス生配信,和久井優、土屋李央、田嶌紗蘭、岡咲美保、高山祐介,2023/02/22(水) 20:00,https://idolmaster-official.jp/news/01_5494,https://idolmaster-official.jp/news/01_5492,https://idolmaster-official.jp/news/01_5491,,
「Café Takayama」出張版！5thLIVE直前スペシャル,高山配信,高山祐介、梅木馨、中川浩二,2023/03/17(金) 22:00,https://idolmaster-official.jp/news/01_8144,,,,
アイドルマスター シャイニーカラーズ生配信 第1部 5周年直前ゲームSP！,シャニマス生配信,近藤玲奈、田中有紀、田嶌紗蘭、高山祐介,2023/03/20(月) 18:00,https://idolmaster-official.jp/news/01_5545,https://idolmaster-official.jp/news/01_5547,,,
アイドルマスター シャイニーカラーズ生配信 第2部 アニメクリエイタートーク,シャニアニ生配信,峯田茉優、まんきゅう、加藤陽一、ポリゴン・ピクチュアズ スタッフ、高山祐介,2023/03/20(月) 19:40,https://idolmaster-official.jp/news/01_5545,https://idolmaster-official.jp/news/01_8089,,,
アイドルマスター シャイニーカラーズ生配信 ～5th Anniversary SP！～,シャニマス生配信,関根瞳、紫月杏朱彩、川口莉奈、高山祐介,2023/04/20(木) 19:30,https://idolmaster-official.jp/news/01_8213,https://idolmaster-official.jp/news/01_7978,,,
「アイドルマスター シャイニーカラーズ」5周年記念ミニライブ付きイベント＆生配信（シャニマス 新作ゲーム制作発表会）,,関根瞳、河野ひより、黒木ほの香、田中有紀、土屋李央、高山祐介,2023/04/29(土) 17:00,https://idolmaster-official.jp/news/01_8109,https://idolmaster-official.jp/news/01_8463,https://idolmaster-official.jp/news/01_8404,,
丸岡和佳奈さんバースデーイベント！2023《夜の部》,外部イベント,丸岡和佳奈、涼本あきほ、前川涼子,2023-05-14 (日) 18:00,https://ch.nicovideo.jp/voice-arena/blomaga/ar2145542,,,,
